MJD;X;sigma_X;Y;sigma_Y;UT1-UTC;sigma_UT1-UTC;LOD;sigma_LOD;dX;sigma_dX;dY;sigma_dY;bulB/X;bulB/Y;bulB/UT1-UTC;bulB/dX;bulB/dY
52932;0.225991;0.000061;0.250226;0.000060;-0.3628373;0.0000024;0.3972;0.0016;0.029;0.097;-0.229;0.340;0.226020;0.250040;-0.3628760;0.152;-0.202
52933;0.224051;0.000069;0.247548;0.000058;-0.3633837;0.0000023;0.6959;0.0018;0.026;0.078;-0.245;0.340;0.224070;0.247350;-0.3633930;0.135;-0.158
52934;0.221846;0.000082;0.244912;0.000068;-0.3642228;0.0000027;0.9757;0.0017;0.022;0.070;-0.273;0.340;0.221970;0.244690;-0.3641960;0.152;-0.124
52935;0.220258;0.000079;0.242392;0.000067;-0.3653203;0.0000026;1.2109;0.0019;0.017;0.070;-0.287;0.340;0.220270;0.242220;-0.3652860;0.181;-0.076
52936;0.219381;0.000077;0.240140;0.000062;-0.3666056;0.0000026;1.3290;0.0027;0.006;0.070;-0.279;0.340;0.219290;0.239920;-0.3665910;0.100;-0.159
52937;0.218594;0.000083;0.238015;0.000074;-0.3679173;0.0000047;1.2642;0.0023;-0.030;0.071;-0.257;0.340;0.218640;0.237720;-0.3679320;0.063;-0.238
52938;0.218080;0.000075;0.235985;0.000082;-0.3690770;0.0000038;1.0284;0.0034;-0.053;0.063;-0.218;0.340;0.218130;0.235680;-0.3690970;0.051;-0.101
52939;0.217050;0.000065;0.233949;0.000078;-0.3699361;0.0000049;0.6786;0.0032;-0.076;0.114;-0.208;0.135;0.217130;0.233710;-0.3699450;-0.001;-0.010
52940;0.215532;0.000040;0.231756;0.000064;-0.3704278;0.0000051;0.3096;0.0037;-0.073;0.130;-0.250;0.196;0.215490;0.231520;-0.3704240;-0.038;-0.126
52941;0.213733;0.000044;0.229430;0.000065;-0.3705863;0.0000056;0.0335;0.0038;-0.031;0.114;-0.296;0.217;0.213800;0.229150;-0.3705920;-0.038;-0.425
52942;0.212416;0.000046;0.227175;0.000068;-0.3705441;0.0000056;-0.0948;0.0039;0.020;0.114;-0.282;0.217;0.212460;0.226900;-0.3705570;0.088;-0.624
52943;0.210970;0.000047;0.225201;0.000060;-0.3704357;0.0000053;-0.1060;0.0050;0.044;0.114;-0.224;0.217;0.211060;0.225010;-0.3704340;0.169;-0.584
52944;0.209208;0.000048;0.223533;0.000042;-0.3703655;0.0000084;-0.0169;0.0039;0.030;0.140;-0.193;0.255;0.209260;0.223310;-0.3703860;0.215;-0.382
52945;0.207201;0.000054;0.221816;0.000051;-0.3704276;0.0000058;0.1494;0.0051;0.032;0.072;-0.188;0.188;0.207240;0.221550;-0.3704470;0.120;-0.148
52946;0.205032;0.000055;0.219740;0.000050;-0.3706721;0.0000057;0.3390;0.0038;0.035;0.119;-0.184;0.177;0.205080;0.219480;-0.3706680;0.088;-0.196
52947;0.202689;0.000070;0.217210;0.000066;-0.3710970;0.0000050;0.5027;0.0038;0.028;0.127;-0.175;0.142;0.202740;0.216980;-0.3710900;0.072;-0.202
52948;0.200316;0.000064;0.214350;0.000065;-0.3716476;0.0000049;0.5766;0.0035;0.012;0.117;-0.177;0.128;0.200360;0.214070;-0.3716580;0.056;-0.312
52949;0.198080;0.000059;0.211407;0.000066;-0.3722186;0.0000048;0.5556;0.0032;-0.006;0.117;-0.193;0.128;0.198250;0.211100;-0.3722220;0.042;-0.464
52950;0.196257;0.000058;0.208445;0.000067;-0.3727400;0.0000042;0.4781;0.0049;-0.021;0.117;-0.197;0.128;0.196320;0.208230;-0.3727430;0.038;-0.327
52951;0.194571;0.000056;0.205901;0.000077;-0.3731691;0.0000085;0.3836;0.0043;-0.059;0.134;-0.181;0.143;0.194580;0.205620;-0.3731760;0.011;-0.158
52952;0.192669;0.000056;0.203651;0.000083;-0.3735012;0.0000075;0.2712;0.0059;-0.055;0.109;-0.184;0.147;0.192750;0.203370;-0.3735510;-0.037;-0.146
52953;0.190193;0.000042;0.201301;0.000072;-0.3737122;0.0000081;0.1609;0.0059;-0.048;0.110;-0.207;0.340;0.190250;0.201140;-0.3737820;-0.087;-0.069
52954;0.187201;0.000039;0.198695;0.000073;-0.3738079;0.0000091;0.0052;0.0059;-0.042;0.116;-0.233;0.103;0.187240;0.198490;-0.3738110;-0.091;-0.127
52955;0.184480;0.000056;0.196307;0.000076;-0.3737444;0.0000086;-0.0853;0.0062;-0.036;0.128;-0.236;0.340;0.184520;0.195980;-0.3737240;-0.053;-0.221
52956;0.182113;0.000058;0.193963;0.000074;-0.3736870;0.0000085;-0.0267;0.0051;-0.028;0.128;-0.222;0.340;0.182190;0.193700;-0.3736830;0.028;-0.279
52957;0.179911;0.000056;0.191574;0.000059;-0.3736895;0.0000053;0.0275;0.0052;-0.016;0.128;-0.208;0.340;0.179870;0.191370;-0.3736890;0.138;-0.116
52958;0.177371;0.000065;0.189297;0.000046;-0.3737466;0.0000061;0.0955;0.0032;-0.003;0.140;-0.176;0.340;0.177470;0.189040;-0.3737660;0.155;-0.088
52959;0.175140;0.000077;0.187316;0.000052;-0.3739066;0.0000035;0.2418;0.0036;0.011;0.119;-0.166;0.340;0.175190;0.187030;-0.3739370;0.099;-0.012
52960;0.172812;0.000082;0.185654;0.000049;-0.3742588;0.0000037;0.4740;0.0024;0.009;0.119;-0.175;0.340;0.172860;0.185420;-0.3742740;0.038;-0.168
52961;0.170308;0.000078;0.183970;0.000065;-0.3748597;0.0000034;0.7215;0.0024;-0.001;0.085;-0.204;0.340;0.170180;0.183740;-0.3748600;0.043;-0.179
52962;0.167245;0.000068;0.182165;0.000074;-0.3756753;0.0000031;0.8894;0.0023;0.011;0.130;-0.222;0.340;0.167340;0.181890;-0.3756920;0.091;-0.153
52963;0.164412;0.000071;0.180565;0.000078;-0.3766164;0.0000031;0.9910;0.0022;-0.002;0.130;-0.207;0.340;0.164430;0.180360;-0.3766400;0.141;-0.030
52964;0.161884;0.000070;0.179266;0.000077;-0.3776590;0.0000030;1.0976;0.0023;-0.026;0.130;-0.190;0.340;0.161850;0.179120;-0.3776600;0.148;-0.160
52965;0.159315;0.000040;0.178576;0.000072;-0.3787612;0.0000035;1.0529;0.0022;-0.046;0.133;-0.188;0.340;0.159410;0.178310;-0.3787760;0.175;-0.415
52966;0.156606;0.000047;0.177973;0.000068;-0.3796944;0.0000031;0.7970;0.0023;-0.051;0.106;-0.175;0.340;0.156660;0.177700;-0.3797530;0.182;-0.444
52967;0.153412;0.000044;0.177043;0.000059;-0.3803416;0.0000031;0.5002;0.0023;-0.058;0.134;-0.160;0.340;0.153490;0.176770;-0.3803940;0.111;-0.279
52968;0.149834;0.000052;0.175796;0.000048;-0.3806936;0.0000035;0.1999;0.0024;-0.064;0.126;-0.185;0.340;0.149710;0.175550;-0.3806940;0.045;-0.209
52969;0.145169;0.000052;0.174400;0.000044;-0.3807681;0.0000036;-0.0201;0.0025;-0.042;0.126;-0.240;0.340;0.145320;0.174190;-0.3807670;0.045;-0.221
52970;0.141265;0.000049;0.173165;0.000042;-0.3807100;0.0000036;-0.0701;0.0024;0.005;0.126;-0.253;0.340;0.141260;0.172870;-0.3807190;0.187;-0.261
52971;0.137860;0.000044;0.172048;0.000039;-0.3806757;0.0000031;0.0232;0.0026;0.038;0.126;-0.205;0.340;0.137930;0.171760;-0.3807010;0.357;0.048
52972;0.134333;0.000048;0.170789;0.000034;-0.3807792;0.0000037;0.1847;0.0021;0.031;0.167;-0.160;0.340;0.134400;0.170550;-0.3808080;0.355;0.291
52973;0.130330;0.000047;0.169337;0.000046;-0.3810399;0.0000029;0.3304;0.0025;0.029;0.111;-0.154;0.340;0.130400;0.169040;-0.3810580;0.256;0.341
52974;0.126425;0.000042;0.168018;0.000044;-0.3814319;0.0000033;0.4516;0.0026;0.032;0.111;-0.155;0.340;0.126440;0.167710;-0.3814390;0.158;0.188
52975;0.123271;0.000047;0.166859;0.000058;-0.3819281;0.0000043;0.5276;0.0026;0.027;0.103;-0.139;0.340;0.123160;0.166610;-0.3819270;0.055;-0.095
52976;0.120081;0.000062;0.165661;0.000077;-0.3824632;0.0000039;0.5319;0.0029;0.009;0.088;-0.128;0.340;0.120170;0.165390;-0.3824720;-0.005;-0.114
52977;0.117000;0.000069;0.164657;0.000075;-0.3829621;0.0000039;0.4467;0.0027;-0.011;0.088;-0.136;0.340;0.117050;0.164370;-0.3829730;0.012;-0.113
52978;0.113978;0.000066;0.163964;0.000074;-0.3833464;0.0000038;0.3309;0.0032;-0.022;0.088;-0.147;0.340;0.114130;0.163830;-0.3833480;0.022;-0.201
52979;0.111339;0.000070;0.163677;0.000070;-0.3836285;0.0000051;0.2290;0.0029;-0.023;0.054;-0.146;0.340;0.111400;0.163450;-0.3836440;-0.001;-0.252
52980;0.108472;0.000076;0.163282;0.000072;-0.3837914;0.0000043;0.0881;0.0031;-0.015;0.048;-0.154;0.340;0.108520;0.162960;-0.3838250;-0.021;-0.352
52981;0.105425;0.000073;0.162720;0.000072;-0.3837856;0.0000035;-0.1102;0.0028;-0.009;0.046;-0.170;0.340;0.105460;0.162450;-0.3837940;-0.042;-0.194
52982;0.102493;0.000063;0.162196;0.000057;-0.3835690;0.0000035;-0.3145;0.0024;-0.006;0.100;-0.183;0.340;0.102520;0.162010;-0.3835510;-0.035;-0.129
52983;0.099890;0.000064;0.161713;0.000066;-0.3831986;0.0000034;-0.3930;0.0025;0.000;0.124;-0.186;0.102;0.099840;0.161520;-0.3832000;0.058;-0.100
52984;0.096730;0.000064;0.161197;0.000065;-0.3828101;0.0000035;-0.3904;0.0024;0.013;0.124;-0.177;0.102;0.096870;0.160960;-0.3828340;0.157;-0.194
52985;0.093253;0.000062;0.160463;0.000073;-0.3824333;0.0000035;-0.3413;0.0024;0.027;0.124;-0.159;0.102;0.093360;0.160300;-0.3824450;0.245;-0.207
52986;0.089740;0.000057;0.159702;0.000079;-0.3821458;0.0000032;-0.2372;0.0023;0.040;0.118;-0.137;0.340;0.089740;0.159450;-0.3821680;0.302;-0.205
52987;0.086417;0.000049;0.159045;0.000095;-0.3819750;0.0000029;-0.0848;0.0022;0.045;0.131;-0.120;0.122;0.086450;0.158710;-0.3819980;0.273;-0.146
52988;0.083461;0.000049;0.158748;0.000091;-0.3819985;0.0000030;0.1346;0.0027;0.031;0.128;-0.128;0.139;0.083500;0.158510;-0.3820050;0.230;-0.155
52989;0.080541;0.000035;0.158533;0.000077;-0.3822527;0.0000045;0.3794;0.0027;0.007;0.068;-0.159;0.112;0.080610;0.158360;-0.3822560;0.129;-0.154
52990;0.077524;0.000043;0.158339;0.000077;-0.3827555;0.0000046;0.6186;0.0032;0.010;0.072;-0.188;0.340;0.077620;0.158050;-0.3827510;0.055;-0.292
52991;0.074453;0.000044;0.157894;0.000071;-0.3834556;0.0000046;0.7549;0.0033;-0.005;0.072;-0.171;0.340;0.074480;0.157650;-0.3834390;0.024;-0.167
52992;0.071394;0.000043;0.157395;0.000066;-0.3842296;0.0000046;0.7842;0.0035;-0.028;0.072;-0.157;0.340;0.071480;0.157210;-0.3842270;0.044;-0.200
52993;0.068876;0.000046;0.157073;0.000039;-0.3850016;0.0000054;0.7465;0.0034;-0.047;0.070;-0.177;0.340;0.068890;0.156860;-0.3850240;0.115;-0.290
52994;0.066305;0.000047;0.156638;0.000037;-0.3856806;0.0000051;0.5829;0.0038;-0.036;0.066;-0.203;0.340;0.066350;0.156400;-0.3857350;0.237;-0.276
52995;0.063459;0.000052;0.156111;0.000040;-0.3861310;0.0000053;0.3100;0.0037;-0.007;0.065;-0.198;0.340;0.063520;0.155850;-0.3861900;0.308;-0.191
52996;0.060470;0.000049;0.155685;0.000031;-0.3863072;0.0000053;0.0567;0.0037;0.008;0.077;-0.186;0.340;0.060390;0.155410;-0.3863100;0.196;-0.074
52997;0.056588;0.000045;0.155300;0.000034;-0.3863139;0.0000053;0.0118;0.0037;0.023;0.066;-0.175;0.340;0.056690;0.155070;-0.3862360;0.090;-0.220
52998;0.052605;0.000044;0.154962;0.000036;-0.3863821;0.0000052;0.1209;0.0033;0.026;0.066;-0.195;0.340;0.052620;0.154710;-0.3862160;0.022;-0.419
52999;0.048920;0.000049;0.154707;0.000033;-0.3865611;0.0000040;0.2462;0.0035;0.033;0.066;-0.188;0.340;0.048950;0.154440;-0.3863760;-0.065;-0.395
53000;0.045822;0.000045;0.154721;0.000038;-0.3868830;0.0000047;0.3972;0.0022;0.032;0.160;-0.167;0.340;0.045870;0.154430;-0.3867280;-0.102;-0.160
53001;0.042892;0.000044;0.154929;0.000035;-0.3873460;0.0000018;0.5199;0.0027;0.036;0.115;-0.159;0.340;0.042940;0.154660;-0.3872450;-0.154;0.025
53002;0.039843;0.000044;0.154951;0.000040;-0.3879068;0.0000026;0.5948;0.0016;0.040;0.115;-0.148;0.340;0.039910;0.154710;-0.3878690;-0.093;-0.067
53003;0.037046;0.000045;0.154646;0.000040;-0.3885143;0.0000027;0.6058;0.0022;0.032;0.115;-0.126;0.340;0.037030;0.154430;-0.3885140;-0.042;-0.162
53004;0.034036;0.000053;0.154338;0.000039;-0.3890959;0.0000036;0.5491;0.0023;0.011;0.115;-0.112;0.340;0.034120;0.154100;-0.3890920;0.034;-0.016
53005;0.031250;0.000048;0.154023;0.000038;-0.3896132;0.0000036;0.4944;0.0025;-0.011;0.115;-0.116;0.340;0.031250;0.153770;-0.3895920;0.022;0.140
53006;0.028850;0.000055;0.153852;0.000035;-0.3900788;0.0000036;0.4219;0.0037;-0.022;0.115;-0.125;0.340;0.028870;0.153550;-0.3900740;0.045;0.122
53007;0.026648;0.000053;0.154031;0.000027;-0.3904278;0.0000065;0.2617;0.0029;-0.034;0.294;-0.157;0.340;0.026700;0.153740;-0.3904550;0.057;-0.047
53008;0.024202;0.000061;0.154482;0.000027;-0.3905953;0.0000045;0.0806;0.0040;-0.025;0.097;-0.169;0.340;0.024260;0.154230;-0.3906300;0.020;-0.174
53009;0.021494;0.000060;0.155032;0.000020;-0.3906061;0.0000046;-0.0492;0.0033;-0.019;0.097;-0.181;0.340;0.021590;0.154800;-0.3906200;0.017;-0.271
53010;0.018797;0.000059;0.155660;0.000036;-0.3905234;0.0000048;-0.0993;0.0034;-0.016;0.113;-0.187;0.340;0.018790;0.155440;-0.3905240;0.057;-0.108
53011;0.015858;0.000062;0.156399;0.000060;-0.3904444;0.0000049;-0.0385;0.0035;-0.005;0.097;-0.181;0.340;0.015960;0.156150;-0.3904520;0.162;-0.037
53012;0.012910;0.000058;0.157105;0.000061;-0.3904639;0.0000051;0.0748;0.0033;0.014;0.097;-0.169;0.340;0.012990;0.156850;-0.3904660;0.226;-0.029
53013;0.010084;0.000053;0.157533;0.000057;-0.3906125;0.0000045;0.2434;0.0038;0.027;0.097;-0.152;0.340;0.010150;0.157360;-0.3906230;0.214;-0.112
53014;0.007589;0.000062;0.157854;0.000066;-0.3909752;0.0000055;0.4854;0.0030;0.024;0.101;-0.128;0.340;0.007710;0.157630;-0.3909980;0.132;-0.278
53015;0.005360;0.000074;0.158111;0.000063;-0.3915896;0.0000041;0.7462;0.0035;0.012;0.106;-0.112;0.340;0.005380;0.157840;-0.3916020;0.086;-0.389
53016;0.003039;0.000073;0.158536;0.000062;-0.3924644;0.0000042;0.9974;0.0026;-0.009;0.100;-0.118;0.149;0.003030;0.158320;-0.3924550;0.059;-0.377
53017;0.001092;0.000063;0.159215;0.000043;-0.3935720;0.0000033;1.2112;0.0027;-0.037;0.103;-0.149;0.169;0.001150;0.159010;-0.3935690;0.038;-0.183
53018;-0.001163;0.000065;0.160265;0.000045;-0.3948439;0.0000035;1.2961;0.0024;-0.032;0.117;-0.185;0.143;-0.000940;0.159990;-0.3948590;0.050;0.167
53019;-0.003291;0.000071;0.161578;0.000047;-0.3961118;0.0000035;1.2237;0.0024;-0.039;0.117;-0.191;0.143;-0.003280;0.161360;-0.3961320;-0.014;0.148
53020;-0.005373;0.000066;0.162817;0.000042;-0.3972648;0.0000034;1.0719;0.0031;-0.034;0.117;-0.180;0.143;-0.005390;0.162610;-0.3972730;-0.097;-0.041
53021;-0.007612;0.000035;0.163955;0.000036;-0.3982262;0.0000050;0.8320;0.0026;-0.032;0.118;-0.173;0.179;-0.007540;0.163700;-0.3982610;-0.075;-0.309
53022;-0.010214;0.000037;0.165266;0.000051;-0.3989216;0.0000039;0.5705;0.0031;-0.031;0.112;-0.174;0.340;-0.010170;0.165030;-0.3989770;-0.027;-0.305
53023;-0.013228;0.000039;0.166530;0.000078;-0.3993798;0.0000035;0.3466;0.0026;-0.021;0.099;-0.171;0.340;-0.013220;0.166280;-0.3994140;0.041;-0.194
53024;-0.016194;0.000045;0.167440;0.000084;-0.3996444;0.0000034;0.2114;0.0024;-0.007;0.088;-0.170;0.340;-0.016180;0.167220;-0.3996580;0.063;-0.033
53025;-0.018663;0.000052;0.168442;0.000094;-0.3998425;0.0000034;0.1960;0.0024;-0.007;0.097;-0.227;0.117;-0.018640;0.168310;-0.3998410;0.090;-0.093
53026;-0.021129;0.000054;0.170212;0.000094;-0.4000713;0.0000034;0.2853;0.0024;-0.010;0.097;-0.239;0.117;-0.021090;0.169990;-0.4000790;0.058;-0.162
53027;-0.024170;0.000050;0.171965;0.000093;-0.4004350;0.0000033;0.4404;0.0031;-0.015;0.097;-0.240;0.117;-0.023830;0.171790;-0.4004350;0.047;-0.226
53028;-0.026287;0.000051;0.173381;0.000090;-0.4009515;0.0000052;0.5939;0.0033;-0.022;0.106;-0.247;0.123;-0.026220;0.173120;-0.4009750;-0.064;-0.189
53029;-0.027924;0.000071;0.174692;0.000057;-0.4016209;0.0000057;0.7418;0.0039;-0.017;0.134;-0.228;0.340;-0.027880;0.174430;-0.4016610;-0.129;-0.072
53030;-0.029160;0.000074;0.176108;0.000056;-0.4024264;0.0000057;0.8638;0.0042;-0.016;0.134;-0.202;0.340;-0.029110;0.175870;-0.4024540;-0.139;-0.097
53031;-0.030219;0.000058;0.177649;0.000041;-0.4033023;0.0000062;0.8474;0.0042;-0.027;0.131;-0.179;0.340;-0.030220;0.177420;-0.4033020;-0.090;-0.099
53032;-0.031665;0.000059;0.179405;0.000046;-0.4040732;0.0000063;0.6871;0.0044;-0.049;0.123;-0.178;0.340;-0.031610;0.179160;-0.4040940;0.006;-0.114
53033;-0.033509;0.000061;0.181273;0.000046;-0.4046662;0.0000063;0.4958;0.0038;-0.070;0.123;-0.192;0.340;-0.033490;0.181000;-0.4046910;0.043;-0.070
53034;-0.035994;0.000061;0.183154;0.000043;-0.4050453;0.0000041;0.2461;0.0041;-0.081;0.123;-0.193;0.340;-0.035950;0.182930;-0.4050420;0.080;-0.127
53035;-0.038959;0.000043;0.184821;0.000043;-0.4051666;0.0000054;0.0211;0.0031;-0.082;0.091;-0.207;0.340;-0.038950;0.184640;-0.4051900;0.072;-0.275
53036;-0.042047;0.000061;0.186133;0.000073;-0.4051163;0.0000047;-0.1173;0.0036;-0.072;0.086;-0.205;0.127;-0.042020;0.185890;-0.4051460;0.072;-0.334
53037;-0.045037;0.000060;0.187252;0.000069;-0.4049460;0.0000048;-0.2135;0.0028;-0.059;0.083;-0.217;0.127;-0.044930;0.186970;-0.4049600;0.054;-0.386
53038;-0.047756;0.000053;0.188340;0.000071;-0.4047042;0.0000030;-0.2650;0.0036;-0.048;0.064;-0.226;0.149;-0.047970;0.188030;-0.4047120;0.048;-0.230
53039;-0.051252;0.000057;0.189224;0.000073;-0.4044267;0.0000053;-0.2845;0.0030;-0.030;0.058;-0.219;0.152;-0.051200;0.188970;-0.4044510;0.105;-0.104
53040;-0.054184;0.000060;0.190056;0.000074;-0.4041817;0.0000053;-0.1645;0.0038;-0.010;0.058;-0.205;0.152;-0.054160;0.189780;-0.4042020;0.129;-0.039
53041;-0.056728;0.000058;0.190872;0.000072;-0.4041159;0.0000054;0.0102;0.0040;0.000;0.058;-0.187;0.152;-0.056640;0.190710;-0.4041170;0.101;-0.232
53042;-0.058820;0.000042;0.192223;0.000061;-0.4042234;0.0000059;0.2488;0.0039;-0.011;0.054;-0.166;0.151;-0.058780;0.191970;-0.4042390;0.033;-0.368
53043;-0.060683;0.000053;0.193812;0.000077;-0.4046351;0.0000056;0.5520;0.0042;-0.036;0.076;-0.157;0.140;-0.060610;0.193540;-0.4046350;-0.016;-0.335
53044;-0.062587;0.000057;0.195546;0.000080;-0.4052943;0.0000059;0.7557;0.0037;-0.057;0.076;-0.171;0.140;-0.062540;0.195330;-0.4052940;-0.083;-0.212
53045;-0.064869;0.000054;0.197264;0.000076;-0.4061226;0.0000048;0.8875;0.0038;-0.075;0.077;-0.202;0.155;-0.064880;0.197140;-0.4061210;-0.049;-0.062
53046;-0.067752;0.000055;0.199298;0.000082;-0.4070415;0.0000049;0.9358;0.0034;-0.089;0.068;-0.230;0.161;-0.067650;0.199070;-0.4070350;-0.054;0.039
53047;-0.070762;0.000053;0.201120;0.000084;-0.4079584;0.0000049;0.8766;0.0034;-0.089;0.068;-0.239;0.161;-0.070720;0.200890;-0.4079620;-0.029;0.068
53048;-0.073850;0.000054;0.202789;0.000080;-0.4087575;0.0000048;0.7058;0.0034;-0.071;0.068;-0.225;0.161;-0.073760;0.202610;-0.4087570;0.007;-0.027
53049;-0.076804;0.000038;0.204671;0.000067;-0.4093475;0.0000047;0.4676;0.0028;-0.075;0.053;-0.189;0.150;-0.076740;0.204440;-0.4093720;0.015;-0.066
53050;-0.079493;0.000046;0.206457;0.000071;-0.4096975;0.0000030;0.2437;0.0028;-0.074;0.046;-0.155;0.129;-0.079460;0.206200;-0.4097500;0.040;-0.092
53051;-0.081562;0.000047;0.208255;0.000070;-0.4098663;0.0000032;0.1138;0.0022;-0.086;0.067;-0.141;0.116;-0.081510;0.208070;-0.4099010;-0.005;-0.020
53052;-0.082872;0.000049;0.210229;0.000085;-0.4099561;0.0000033;0.0767;0.0023;-0.094;0.138;-0.164;0.130;-0.082870;0.210050;-0.4099550;-0.012;-0.134
53053;-0.084369;0.000063;0.212566;0.000096;-0.4100604;0.0000033;0.1616;0.0024;-0.087;0.125;-0.204;0.117;-0.084210;0.212270;-0.4100770;0.015;-0.209
53054;-0.086617;0.000059;0.215022;0.000092;-0.4103197;0.0000034;0.3675;0.0023;-0.072;0.125;-0.227;0.117;-0.086570;0.214860;-0.4103380;0.013;-0.256
53055;-0.090059;0.000056;0.217257;0.000081;-0.4108129;0.0000031;0.6258;0.0032;-0.054;0.124;-0.251;0.113;-0.089840;0.217220;-0.4108150;-0.023;-0.234
53056;-0.093063;0.000059;0.219744;0.000082;-0.4115562;0.0000054;0.8390;0.0027;-0.046;0.143;-0.222;0.118;-0.093010;0.219500;-0.4115850;-0.098;-0.231
53057;-0.095699;0.000067;0.222227;0.000087;-0.4124706;0.0000044;0.9915;0.0035;-0.045;0.132;-0.190;0.122;-0.095640;0.221970;-0.4125160;-0.143;-0.166
53058;-0.097954;0.000061;0.224482;0.000080;-0.4135203;0.0000043;1.0872;0.0030;-0.053;0.083;-0.158;0.340;-0.097910;0.224270;-0.4135320;-0.155;-0.119
53059;-0.099793;0.000054;0.226580;0.000062;-0.4145988;0.0000042;1.0442;0.0030;-0.068;0.150;-0.140;0.340;-0.099810;0.226380;-0.4145990;-0.084;-0.117
53060;-0.101350;0.000073;0.228847;0.000070;-0.4155718;0.0000043;0.8906;0.0030;-0.086;0.134;-0.149;0.340;-0.101260;0.228610;-0.4155980;0.027;-0.114
53061;-0.102504;0.000070;0.231202;0.000075;-0.4163662;0.0000044;0.6957;0.0030;-0.101;0.134;-0.176;0.340;-0.102480;0.230940;-0.4163790;0.110;-0.160
53062;-0.104295;0.000067;0.233631;0.000069;-0.4169679;0.0000042;0.5148;0.0032;-0.107;0.134;-0.185;0.340;-0.103900;0.233390;-0.4169680;0.188;-0.255
53063;-0.105927;0.000064;0.236045;0.000058;-0.4173794;0.0000047;0.2847;0.0028;-0.141;0.181;-0.133;0.340;-0.105970;0.235800;-0.4173890;0.161;-0.324
53064;-0.108396;0.000061;0.238101;0.000057;-0.4175297;0.0000036;0.0318;0.0030;-0.126;0.148;-0.121;0.340;-0.108330;0.237830;-0.4175520;0.125;-0.384
53065;-0.110496;0.000057;0.240093;0.000056;-0.4174780;0.0000038;-0.1163;0.0030;-0.105;0.148;-0.126;0.340;-0.110480;0.239820;-0.4174860;0.051;-0.231
53066;-0.112156;0.000043;0.242311;0.000063;-0.4173365;0.0000048;-0.1463;0.0030;-0.084;0.121;-0.131;0.340;-0.112280;0.242030;-0.4173340;0.007;-0.068
53067;-0.114039;0.000053;0.244414;0.000065;-0.4172144;0.0000046;-0.0892;0.0034;-0.064;0.106;-0.121;0.112;-0.113870;0.244170;-0.4172170;0.004;-0.004
53068;-0.115341;0.000054;0.246596;0.000069;-0.4171866;0.0000048;0.0536;0.0033;-0.052;0.106;-0.108;0.112;-0.115450;0.246340;-0.4171940;0.039;-0.063
53069;-0.117608;0.000051;0.249067;0.000071;-0.4173432;0.0000046;0.2613;0.0036;-0.055;0.106;-0.105;0.112;-0.117240;0.248810;-0.4173440;0.138;-0.180
53070;-0.118967;0.000062;0.251731;0.000074;-0.4177178;0.0000053;0.4947;0.0032;-0.096;0.138;-0.083;0.154;-0.118920;0.251420;-0.4177250;0.165;-0.306
53071;-0.120328;0.000070;0.254266;0.000075;-0.4183370;0.0000045;0.7413;0.0031;-0.119;0.123;-0.084;0.143;-0.120260;0.254030;-0.4183150;0.156;-0.252
53072;-0.121606;0.000083;0.256422;0.000083;-0.4191760;0.0000034;0.9146;0.0029;-0.136;0.107;-0.103;0.158;-0.121520;0.256150;-0.4191520;0.087;-0.145
53073;-0.122114;0.000070;0.258286;0.000074;-0.4201173;0.0000036;0.9410;0.0027;-0.144;0.101;-0.136;0.126;-0.122270;0.258000;-0.4201170;0.021;-0.050
53074;-0.123046;0.000073;0.260267;0.000077;-0.4210117;0.0000041;0.8283;0.0028;-0.142;0.089;-0.158;0.109;-0.122910;0.260000;-0.4210240;-0.118;-0.085
53075;-0.123772;0.000078;0.262305;0.000074;-0.4217356;0.0000044;0.6005;0.0030;-0.135;0.089;-0.155;0.109;-0.123690;0.262090;-0.4217560;-0.117;-0.104
53076;-0.124450;0.000074;0.264244;0.000077;-0.4222041;0.0000043;0.3467;0.0042;-0.124;0.089;-0.140;0.109;-0.124390;0.264080;-0.4222000;-0.099;-0.148
53077;-0.125200;0.000056;0.266435;0.000076;-0.4224457;0.0000071;0.1428;0.0040;-0.144;0.156;-0.102;0.120;-0.125150;0.266190;-0.4224630;-0.069;-0.213
53078;-0.126019;0.000052;0.268674;0.000071;-0.4225039;0.0000068;-0.0187;0.0050;-0.137;0.165;-0.084;0.340;-0.125960;0.268470;-0.4225910;-0.018;-0.164
53079;-0.126911;0.000052;0.270853;0.000067;-0.4224547;0.0000069;-0.0411;0.0048;-0.131;0.165;-0.071;0.340;-0.126830;0.270610;-0.4225390;0.058;-0.084
53080;-0.128141;0.000050;0.273022;0.000048;-0.4224571;0.0000068;0.0426;0.0050;-0.122;0.220;-0.079;0.340;-0.128020;0.272740;-0.4224570;0.127;0.020
53081;-0.129171;0.000055;0.275064;0.000039;-0.4225680;0.0000073;0.2106;0.0054;-0.109;0.185;-0.103;0.340;-0.129130;0.274780;-0.4225720;0.111;0.024
53082;-0.130036;0.000057;0.277308;0.000037;-0.4229068;0.0000084;0.4641;0.0055;-0.094;0.185;-0.117;0.340;-0.130030;0.277030;-0.4229130;0.033;-0.001
53083;-0.131314;0.000060;0.279769;0.000036;-0.4234993;0.0000083;0.7269;0.0064;-0.081;0.185;-0.105;0.340;-0.131010;0.279470;-0.4234930;-0.028;-0.091
